Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,2/25/2002,,,,123,,,,,,,,,,8.9
Willamette Falls,2/26/2002,,,,102,,,,,,,,,,7.8
Willamette Falls,2/27/2002,,,,83,,,,,,,,,,
Willamette Falls,2/28/2002,,,,78,,,,,,,,,,
Willamette Falls,3/1/2002,,,,70,,,,,,,,,,
Willamette Falls,3/2/2002,,,,48,,,,,,,,,,
Willamette Falls,3/3/2002,,,,70,,,,,,,,,,
Willamette Falls,3/4/2002,,,,48,,,,,,,,,,7.2
Willamette Falls,3/5/2002,,,,50,,,,,,,,,,7.2
Willamette Falls,3/6/2002,,,,64,,,,,,,,,,7.2
Willamette Falls,3/7/2002,,,,189,,,,,,,,,,
Willamette Falls,3/8/2002,,,,58,,,,,,,,,,6.7
Willamette Falls,3/9/2002,,1,,45,,,,,,,,,,
Willamette Falls,3/10/2002,,,,64,,,,,,,,,,
Willamette Falls,3/11/2002,,,,173,,,,,,,,,,6.7
Willamette Falls,3/12/2002,,,,176,,,,,,,,,,7.2
Willamette Falls,3/13/2002,,,,53,,,,,,,,,,7.8
Willamette Falls,3/14/2002,,,,43,,,,,,,,,,7.2
Willamette Falls,3/15/2002,,,,73,,,,,,,,,,7.2
Willamette Falls,3/16/2002,,,,150,,,,,,,,,,
Willamette Falls,3/17/2002,,,,144,,,,,,,,,,
Willamette Falls,3/18/2002,,,,110,,,,,,,,,,6.7
Willamette Falls,3/19/2002,,,,111,,,,,,,,,,6.1
Willamette Falls,3/20/2002,,,,75,,,,,,,,,,6.7
Willamette Falls,3/21/2002,,,,342,,,,,,,,,,7.2
Willamette Falls,3/22/2002,,1,,515,,,,,,,,,,7.2
Willamette Falls,3/23/2002,,3,,504,,,,,,,,,,
Willamette Falls,3/24/2002,,2,,376,,,,,,,,,,
Willamette Falls,3/25/2002,,5,,301,,,,,,,,,,8.3
Willamette Falls,3/26/2002,,6,,236,,,,,,,,,,8.9
Willamette Falls,3/27/2002,,3,,160,,,,,,,,,,8.9
Willamette Falls,3/28/2002,,6,,216,,,,,,,,,,8.9
Willamette Falls,3/29/2002,,2,,217,,,,,,,,,,
Willamette Falls,3/30/2002,,12,,207,,,,,,,,,,9.4
Willamette Falls,3/31/2002,,8,,173,,,,,,,,,,
Willamette Falls,4/1/2002,,24,,195,,,,,,,,,,10
Willamette Falls,4/2/2002,,14,1,211,,,,,,,,,,10
Willamette Falls,4/3/2002,,20,,273,,,,,,,,,,10.6
Willamette Falls,4/4/2002,,30,,231,,,,,,,,,,11.1
Willamette Falls,4/5/2002,,82,,389,,,,,,,,,,11.1
Willamette Falls,4/6/2002,,98,,367,,,,,,,,,,
Willamette Falls,4/7/2002,,89,,268,,,,,,,,,,
Willamette Falls,4/8/2002,,99,,229,,,,,,,,,,10
Willamette Falls,4/9/2002,,78,,265,,,,,,,,,,10
Willamette Falls,4/10/2002,,268,,397,,,,,,,,,,10.6
Willamette Falls,4/11/2002,,170,,425,,,,,,,,,,10.6
Willamette Falls,4/12/2002,,117,,319,,,,,,,,,,10.6
Willamette Falls,4/13/2002,,51,,209,,,,,,,,,,
Willamette Falls,4/14/2002,,30,,211,,,,,,,,,,
Willamette Falls,4/15/2002,,9,,93,,,,,,,,,,10
Willamette Falls,4/16/2002,,1,,17,,,,,,,,,,9.4
Willamette Falls,4/17/2002,,1,,18,,,,,,,,,,8.3
Willamette Falls,4/18/2002,,,,65,,,,,,,,,,8.3
Willamette Falls,4/19/2002,,7,,151,,,,,,,,,,8.3
Willamette Falls,4/20/2002,,83,,467,,,,,,,,,,
Willamette Falls,4/21/2002,,259,1,568,,,,,,,,,,
Willamette Falls,4/22/2002,,342,1,426,,,,,,,,,,9.4
Willamette Falls,4/23/2002,,608,6,459,,,,,,,,,,9.4
Willamette Falls,4/24/2002,,973,13,414,,,,,,,,,,10.6
Willamette Falls,4/25/2002,,1056,25,462,,,,,,,,,,11.1
Willamette Falls,4/26/2002,,1194,22,459,,,,,,,,,,11.7
Willamette Falls,4/27/2002,,1165,15,291,,,,,,,,,,
Willamette Falls,4/28/2002,,1320,11,235,,,,,,,,,,
Willamette Falls,4/29/2002,,1823,13,283,,,,,,,,,,11.7
Willamette Falls,4/30/2002,,2569,24,352,,,,,,,,,,12.2
Willamette Falls,5/1/2002,,2311,35,256,,,,,,,,,,12.8
Willamette Falls,5/2/2002,,2563,39,245,,,,,,,,,,13.3
Willamette Falls,5/3/2002,,2105,27,245,,,,,,,,,,12.8
Willamette Falls,5/4/2002,,1775,22,282,,,,,,,,,,12.2
Willamette Falls,5/5/2002,,1682,34,229,,,,,,,,,,12.2
Willamette Falls,5/6/2002,,1155,21,242,,,,,,,,,,11.7
Willamette Falls,5/7/2002,,1458,30,216,,,,,,,,,,11.7
Willamette Falls,5/8/2002,,1270,17,181,,,,,,,,,,11.7
Willamette Falls,5/9/2002,,1265,10,268,,,,,,,,,,11.7
Willamette Falls,5/10/2002,,1448,11,305,,,,,,,,,,11.7
Willamette Falls,5/11/2002,,1707,26,312,,,,,,,,,,
Willamette Falls,5/12/2002,,1870,19,384,,,,,,,,,,
Willamette Falls,5/13/2002,,1550,25,452,,,,,,,,,,12.8
Willamette Falls,5/14/2002,,1741,19,337,,,,,,,,,,13.3
Willamette Falls,5/15/2002,,1526,13,351,,,,,,,,,,13.3
Willamette Falls,5/16/2002,,1217,12,374,,,,,,,,,,13.9
Willamette Falls,5/17/2002,,1775,29,362,,,,,,,,,,13.9
Willamette Falls,5/18/2002,,1594,15,309,,,,,,,,,,13.9
Willamette Falls,5/19/2002,,1214,22,280,,,,,,,,,,
Willamette Falls,5/20/2002,,980,9,233,,,,,,,,,,13.9
Willamette Falls,5/21/2002,,813,14,333,,,,,,,,,,13.3
Willamette Falls,5/22/2002,,651,10,354,,,,,,,,,,13.3
Willamette Falls,5/23/2002,,768,12,379,,,,,,,,,,13.3
Willamette Falls,5/24/2002,,1048,16,423,,,,,,,,,,13.3
Willamette Falls,5/25/2002,,1200,22,523,,,,,,,,,,
Willamette Falls,5/26/2002,,1603,23,606,,,,,,,,,,
Willamette Falls,5/27/2002,,1151,15,642,,,,,,,,,,
Willamette Falls,5/28/2002,,975,15,647,,,,,,,,,,15.6
Willamette Falls,5/29/2002,,1090,7,612,,,,,,,,,,15.6
Willamette Falls,5/30/2002,,1781,12,603,,,,,,,,,,15
Willamette Falls,5/31/2002,,1249,21,596,,,,,,,,,,15
Willamette Falls,6/1/2002,,1320,14,564,,,,,,,,,,
Willamette Falls,6/2/2002,,1170,12,476,,,,,,,,,,
Willamette Falls,6/3/2002,,1157,18,610,,,,,,,,,,15.6
Willamette Falls,6/4/2002,,1121,12,636,,,,,,,,,,15.6
Willamette Falls,6/5/2002,,924,10,567,,,,,,,,,,16.1
Willamette Falls,6/6/2002,,936,12,547,,,,,,,,,,16.1
Willamette Falls,6/7/2002,,855,7,497,,,,,,,,,,16.1
Willamette Falls,6/8/2002,,687,6,369,,,,,,,,,,
Willamette Falls,6/9/2002,,610,9,368,,,,,,,,,,
Willamette Falls,6/10/2002,,537,10,459,,,,,,,,,,15.6
Willamette Falls,6/11/2002,,543,3,466,,,,,,,,,,15.6
Willamette Falls,6/12/2002,,602,8,378,,,,,,,,,,15.6
Willamette Falls,6/13/2002,,940,8,466,,,,,,,,,,16.7
Willamette Falls,6/14/2002,,730,4,306,,,,,,,,,,17.8
Willamette Falls,6/15/2002,,574,8,198,,,,,,,,,,
Willamette Falls,6/16/2002,,645,3,188,,,,,,,,,,
Willamette Falls,6/17/2002,,427,1,190,,,,,,,,,,18.9
Willamette Falls,6/18/2002,,635,,342,,,,,,,,,,17.8
Willamette Falls,6/19/2002,,511,2,350,,,,,,,,,,16.7
Willamette Falls,6/20/2002,,390,,318,,,,,,,,,,16.1
Willamette Falls,6/21/2002,,326,4,296,,,,,,,,,,16.1
Willamette Falls,6/22/2002,,427,1,362,,,,,,,,,,
Willamette Falls,6/23/2002,,723,3,485,,,,,,,,,,
Willamette Falls,6/24/2002,,871,5,552,,,,,,,,,,18.9
Willamette Falls,6/25/2002,,860,11,462,,,,,,,,,,
Willamette Falls,6/26/2002,,673,,310,,,,,,,,,,19.4
Willamette Falls,6/27/2002,,477,3,224,,,,,,,,,,20
Willamette Falls,6/28/2002,,164,1,129,,,,,,,,,,20
Willamette Falls,6/29/2002,,235,,271,,,,,,,,,,
Willamette Falls,6/30/2002,,273,,250,,,,,,,,,,
Willamette Falls,7/1/2002,,370,2,199,,,,,,,,,,19.4
Willamette Falls,7/2/2002,,399,1,279,,,,,,,,,,
Willamette Falls,7/3/2002,,346,,238,,,,,,,,,,18.9
Willamette Falls,7/4/2002,,296,7,176,,,,,,,,,,
Willamette Falls,7/5/2002,,236,4,109,,,,,,,,,,18.9
Willamette Falls,7/6/2002,,216,1,124,,,,,,,,,,
Willamette Falls,7/7/2002,,257,9,112,,,,,,,,,,
Willamette Falls,7/8/2002,,172,1,74,,,,,,,,,,20
Willamette Falls,7/9/2002,,134,5,127,,,,,,,,,,20
Willamette Falls,7/10/2002,,153,2,115,,,,,,,,,,21.1
Willamette Falls,7/11/2002,,133,1,60,,,,,,,,,,21.7
Willamette Falls,7/12/2002,,88,5,53,,,,,,,,,,21.7
Willamette Falls,7/13/2002,,64,,59,,,,,,,,,,
Willamette Falls,7/14/2002,,63,,28,,,,,,,,,,
Willamette Falls,7/15/2002,,36,1,12,,,,,,,,,,23.3
Willamette Falls,7/16/2002,,34,,7,,,,,,,,,,23.3
Willamette Falls,7/17/2002,,27,,7,,,,,,,,,,23.9
Willamette Falls,7/18/2002,,20,,2,,,,,,,,,,23.3
Willamette Falls,7/19/2002,,15,,18,,,,,,,,,,22.8
Willamette Falls,7/20/2002,,15,,16,,,,,,,,,,
Willamette Falls,7/21/2002,,33,,21,,,,,,,,,,
Willamette Falls,7/22/2002,,41,1,17,,,,,,,,,,22.8
Willamette Falls,7/23/2002,,30,2,19,,,,,,,,,,22.8
Willamette Falls,7/24/2002,,20,,12,,,,,,,,,,22.8
Willamette Falls,7/25/2002,,15,,8,,,,,,,,,,22.8
Willamette Falls,7/26/2002,,42,,7,,,,,,,,,,23.3
Willamette Falls,7/27/2002,,89,1,14,,,,,,,,,,
Willamette Falls,7/28/2002,,75,,22,,,,,,,,,,
Willamette Falls,7/29/2002,,69,2,20,,,,,,,,,,22.8
Willamette Falls,7/30/2002,,72,,37,,,,,,,,,,
Willamette Falls,7/31/2002,,57,1,40,,,,,,,,,,22.2
Willamette Falls,8/1/2002,,110,,46,,,,,,,,,,22.2
Willamette Falls,8/2/2002,,38,2,17,,,,,,,,,,22.2
Willamette Falls,8/3/2002,,68,1,56,,,,,,,,,,
Willamette Falls,8/4/2002,,94,4,80,,,,,,,,,,
Willamette Falls,8/5/2002,,100,5,109,,,,,,,,,,21.7
Willamette Falls,8/6/2002,,53,,91,,,,,,,,,,21.1
Willamette Falls,8/7/2002,,83,3,64,,,1,,,,,,,20.6
Willamette Falls,8/8/2002,,69,3,113,,,1,,,,,,,20.6
Willamette Falls,8/9/2002,,74,4,126,,,2,,,,,,,20
Willamette Falls,8/10/2002,,50,4,191,,,6,,,,,,,
Willamette Falls,8/11/2002,,42,9,198,,,13,9,,,,,,
Willamette Falls,8/12/2002,,65,7,129,,,14,17,,,,,,20.6
Willamette Falls,8/13/2002,,44,10,76,,,6,1,,,,,,
Willamette Falls,8/14/2002,,24,4,93,,,3,2,,,,,,21.7
Willamette Falls,8/15/2002,,18,2,94,,,5,2,,,,,,22.2
Willamette Falls,8/16/2002,,36,3,111,,,7,7,,,,,,19.4
Willamette Falls,8/17/2002,,29,1,110,,,7,7,,,,,,
Willamette Falls,8/18/2002,,32,8,107,,,5,3,,,,,,
Willamette Falls,8/19/2002,,6,,17,,,2,1,,,,,,22.8
Willamette Falls,8/20/2002,,,,,,,,,,,,,,21.1
Willamette Falls,8/21/2002,,,,,,,,,,,,,,20
Willamette Falls,8/22/2002,,,,,,,,,,,,,,20.6
Willamette Falls,8/23/2002,,,,2,,,,,,,,,,21.1
Willamette Falls,8/24/2002,,3,,8,,,,,,,,,,
Willamette Falls,8/25/2002,,2,,6,,,,,,,,,,
Willamette Falls,8/26/2002,,3,2,8,,,,,,,,,,21.1
Willamette Falls,8/27/2002,,6,,10,,,,,,,,,,20.6
Willamette Falls,8/28/2002,,15,,21,,,,,,,,,,21.1
Willamette Falls,8/29/2002,,31,,25,,,,,,,,,,21.7
Willamette Falls,8/30/2002,,24,,17,,,,,,,,,,21.1
Willamette Falls,8/31/2002,,17,,31,,,,,,,,,,
Willamette Falls,9/1/2002,,20,,23,,,3,,,,,,,21.7
Willamette Falls,9/2/2002,,23,1,12,,,4,,,,,,,
Willamette Falls,9/3/2002,,33,,38,,,9,10,,,,,,21.7
Willamette Falls,9/4/2002,,37,,43,,,7,12,,,,,,21.1
Willamette Falls,9/5/2002,,31,,54,,,2,12,,,,,,20.6
Willamette Falls,9/6/2002,,43,,106,,,7,1,,,,,,20.6
Willamette Falls,9/7/2002,,36,1,19,,,2,6,,,,,,
Willamette Falls,9/8/2002,,38,1,32,,,,2,,,,,,
Willamette Falls,9/9/2002,,33,3,31,,,8,6,,,,,,19.4
Willamette Falls,9/10/2002,,50,7,51,,,6,3,,,,,,18.9
Willamette Falls,9/11/2002,,50,4,55,,,5,1,,,,,,18.3
Willamette Falls,9/12/2002,,34,1,41,,,9,12,,,,,,18.3
Willamette Falls,9/13/2002,,15,,41,,,32,57,,,,,,18.3
Willamette Falls,9/14/2002,,18,9,38,,,19,67,,,,,,
Willamette Falls,9/15/2002,,6,1,15,,,27,65,,,,,,
Willamette Falls,9/16/2002,,9,3,9,,,24,45,,,,,,19.4
Willamette Falls,9/17/2002,,6,1,36,,,26,55,,,,,,19.4
Willamette Falls,9/18/2002,,4,,34,,,20,64,,,,,,18.9
Willamette Falls,9/19/2002,,4,,70,,,32,61,,,,,,18.9
Willamette Falls,9/20/2002,,4,,83,,,100,170,,,,,,17.8
Willamette Falls,9/21/2002,,5,,55,,,124,223,,,,,,
Willamette Falls,9/22/2002,,25,13,16,,,65,91,,,,,,
Willamette Falls,9/23/2002,,32,30,27,,,64,110,,,,,,17.8
Willamette Falls,9/24/2002,,20,15,30,,,79,106,,,,,,17.8
Willamette Falls,9/25/2002,,5,2,18,,,53,95,,,,,,17.8
Willamette Falls,9/26/2002,,3,,9,,,41,64,,,,,,17.2
Willamette Falls,9/27/2002,,5,1,15,,,46,74,,,,,,17.8
Willamette Falls,9/28/2002,,1,,16,,,48,79,,,,,,
Willamette Falls,9/29/2002,,,,10,,,40,49,,,,,,
Willamette Falls,9/30/2002,,,,12,,,58,65,,,,,,17.2
Willamette Falls,10/1/2002,,3,,26,,,99,74,,,,,,16.7
Willamette Falls,10/2/2002,,2,,19,,,105,45,,,,,,16.7
Willamette Falls,10/3/2002,,2,,26,,,90,51,,,,,,15.6
Willamette Falls,10/4/2002,,,,31,,,88,48,,,,,,15.6
Willamette Falls,10/5/2002,,1,,18,,,82,58,,,,,,
Willamette Falls,10/6/2002,,1,,17,,,67,25,,,,,,
Willamette Falls,10/7/2002,,,,42,,,43,22,,,,,,14.4
Willamette Falls,10/8/2002,,,,14,,,86,46,,,,,,14.4
Willamette Falls,10/9/2002,,,,14,,,64,34,,,,,,15
Willamette Falls,10/10/2002,,1,,21,,,39,33,,,,,,15
Willamette Falls,10/11/2002,,1,,11,,,41,19,,,,,,15.6
Willamette Falls,10/12/2002,,,,9,,,55,21,,,,,,15
Willamette Falls,10/13/2002,,,,6,,,52,27,,,,,,
Willamette Falls,10/14/2002,,1,,5,,,38,28,,,,,,14.4
Willamette Falls,10/15/2002,,,,8,,,27,20,,,,,,
Willamette Falls,10/16/2002,,3,,5,,,30,15,,,,,,13.3
Willamette Falls,10/17/2002,,2,,9,,,21,15,,,,,,
Willamette Falls,10/18/2002,,2,,9,,,17,13,,,,,,13.3
Willamette Falls,10/19/2002,,3,,10,,,16,12,,,,,,
Willamette Falls,10/20/2002,,2,,13,,,16,12,,,,,,
Willamette Falls,10/21/2002,,,,6,,,15,10,,,,,,13.9
Willamette Falls,10/22/2002,,,,17,,,25,17,,,,,,13.9
Willamette Falls,10/23/2002,,,,6,,,4,8,,,,,,14.4
Willamette Falls,10/24/2002,,,,6,,,7,9,,,,,,
Willamette Falls,10/25/2002,,,,6,,,9,3,,,,,,
Willamette Falls,10/26/2002,,,,12,,,4,3,,,,,,
Willamette Falls,10/27/2002,,,,5,,,1,,,,,,,
Willamette Falls,10/28/2002,,,,12,,,5,4,,,,,,12.2
Willamette Falls,10/29/2002,,,,7,,,5,1,,,,,,11.7
Willamette Falls,10/30/2002,,,,16,,,3,,,,,,,11.1
Willamette Falls,10/31/2002,,,,4,,,5,4,,,,,,10.6
Willamette Falls,11/1/2002,,,,7,,,4,,,,,,,10
Willamette Falls,11/2/2002,,,,4,,,3,1,,,,,,
Willamette Falls,11/3/2002,,,,5,,,1,,,,,,,
Willamette Falls,11/4/2002,,,,2,,,1,,,,,,,8.3
Willamette Falls,11/5/2002,,,,3,,,1,,,,,,,7.8
Willamette Falls,11/6/2002,,,,5,,,1,,,,,,,7.8
Willamette Falls,11/7/2002,,,,5,,,5,2,,,,,,7.8
Willamette Falls,11/8/2002,,,,7,,,3,1,,,,,,8.3
Willamette Falls,11/9/2002,,,,18,,,4,8,,,,,,
Willamette Falls,11/10/2002,,,,22,,,21,18,,,,,,
Willamette Falls,11/11/2002,,,,18,,,25,13,,,,,,10
Willamette Falls,11/12/2002,,,,24,,,25,13,,,,,,10
Willamette Falls,11/13/2002,,,,21,,,13,6,,,,,,10
Willamette Falls,11/14/2002,,,,13,,,6,7,,,,,,
Willamette Falls,11/15/2002,,,,14,,,6,9,,,,,,10
Willamette Falls,11/16/2002,,,,15,,,7,1,,,,,,
Willamette Falls,11/17/2002,,,,10,,,2,1,,,,,,
Willamette Falls,11/18/2002,,,,7,,,1,3,,,,,,10
Willamette Falls,11/19/2002,,,,2,,,3,1,,,,,,
Willamette Falls,11/20/2002,,,,15,,,2,,,,,,,10
Willamette Falls,11/21/2002,,,,4,,,6,,,,,,,10
Willamette Falls,11/22/2002,,,,5,,,1,,,,,,,10
Willamette Falls,11/23/2002,,,,9,,,2,,,,,,,
Willamette Falls,11/24/2002,,,,4,,,,,,,,,,
Willamette Falls,11/25/2002,,,,5,,,,,,,,,,10
Willamette Falls,11/26/2002,,,,4,,,,,,,,,,10
Willamette Falls,11/27/2002,,,,3,,,,,,,,,,9.4
Willamette Falls,11/28/2002,,,,2,,,,,,,,,,
Willamette Falls,11/29/2002,,,,6,,,,1,,,,,,8.3
Willamette Falls,11/30/2002,,,,3,,,,,,,,,,
Willamette Falls,12/1/2002,,,,2,,,,1,,,,,,
Willamette Falls,12/2/2002,,,,3,,,,,,,,,,7.2
Willamette Falls,12/3/2002,,,,1,,,,,,,,,,7.2
Willamette Falls,12/4/2002,,,,2,,,,,,,,,,6.7
Willamette Falls,12/5/2002,,,,2,,,,,,,,,,
Willamette Falls,12/6/2002,,,,2,,,,,,,,,,6.7
Willamette Falls,12/7/2002,,,,1,,,,,,,,,,
Willamette Falls,12/8/2002,,,,3,,,1,,,,,,,
Willamette Falls,12/9/2002,,,,2,,,1,,,,,,,6.7
Willamette Falls,12/10/2002,,,,3,,,,,,,,,,6.7
Willamette Falls,12/11/2002,,,,7,,,,,,,,,,
Willamette Falls,12/12/2002,,,,6,,,,,,,,,,6.7
Willamette Falls,12/13/2002,,,,11,,,,,,,,,,6.7
Willamette Falls,12/14/2002,,,,16,,,,,,,,,,
Willamette Falls,12/15/2002,,,,18,,,1,,,,,,,
Willamette Falls,12/16/2002,,,,6,,,,,,,,,,8.9
Willamette Falls,12/17/2002,,,,2,,,,,,,,,,8.3
Willamette Falls,12/18/2002,,,,5,,,,,,,,,,
Willamette Falls,12/19/2002,,,,5,,,,,,,,,,
Willamette Falls,12/20/2002,,,,3,,,,,,,,,,7.2
Willamette Falls,12/21/2002,,,,11,,,,,,,,,,
Willamette Falls,12/22/2002,,,,9,,,,,,,,,,
Willamette Falls,12/23/2002,,,,12,,,,,,,,,,7.2
Willamette Falls,12/24/2002,,,,10,,,,,,,,,,
Willamette Falls,12/25/2002,,,,10,,,,,,,,,,
Willamette Falls,12/26/2002,,,,11,,,,,,,,,,7.2
Willamette Falls,12/27/2002,,,,6,,,,,,,,,,7.2
Willamette Falls,12/28/2002,,,,23,,,,,,,,,,
Willamette Falls,12/29/2002,,,,15,,,,,,,,,,
Willamette Falls,12/30/2002,,,,7,,,,,,,,,,7.2
Willamette Falls,12/31/2002,,,,15,,,,,,,,,,
Willamette Falls,1/1/2003,,,,4,,,,,,,,,,
Willamette Falls,1/2/2003,,,,10,,,,,,,,,,10
Willamette Falls,1/3/2003,,,,7,,,,,,,,,,7.8
Willamette Falls,1/4/2003,,,,5,,,,,,,,,,
Willamette Falls,1/5/2003,,,,13,,,,,,,,,,
Willamette Falls,1/6/2003,,,,15,,,,,,,,,,8.3
Willamette Falls,1/7/2003,,,,18,,,,,,,,,,7.8
Willamette Falls,1/8/2003,,,,15,,,,,,,,,,7.2
Willamette Falls,1/9/2003,,,,12,,,,,,,,,,6.7
Willamette Falls,1/10/2003,,,,18,,,,,,,,,,6.1
Willamette Falls,1/11/2003,,,,28,,,,,,,,,,
Willamette Falls,1/12/2003,,,,24,,,,,,,,,,
Willamette Falls,1/13/2003,,,,67,,,,,,,,,,6.7
Willamette Falls,1/14/2003,,,,47,,,,,,,,,,7.2
Willamette Falls,1/15/2003,,,,67,,,,,,,,,,
Willamette Falls,1/16/2003,,,,63,,,,,,,,,,7.2
Willamette Falls,1/17/2003,,,,50,,,,,,,,,,7.2
Willamette Falls,1/18/2003,,,,24,,,,,,,,,,
Willamette Falls,1/19/2003,,,,11,,,,,,,,,,6.7
Willamette Falls,1/20/2003,,,,11,,,,,,,,,,
Willamette Falls,1/21/2003,,,,9,,,,,,,,,,6.7
Willamette Falls,1/22/2003,,,,19,,,,,,,,,,6.7
Willamette Falls,1/23/2003,,,,45,,,,,,,,,,6.7
Willamette Falls,1/24/2003,,,,18,,,,,,,,,,7.2
Willamette Falls,1/25/2003,,,,79,,,,,,,,,,
Willamette Falls,1/26/2003,,,,160,,,,,,,,,,
Willamette Falls,1/27/2003,,,,101,,,,,,,,,,8.9
Willamette Falls,1/28/2003,,,,81,,,,,,,,,,9.4
Willamette Falls,1/29/2003,,,,54,,,,,,,,,,8.9
Willamette Falls,1/30/2003,,,,40,,,,,,,,,,
Willamette Falls,1/31/2003,,,,10,,,,,,,,,,8.9
Willamette Falls,2/1/2003,,,,15,,,,,,,,,,
Willamette Falls,2/2/2003,,,,10,,,,,,,,,,
Willamette Falls,2/3/2003,,,,13,,,,,,,,,,8.9
Willamette Falls,2/4/2003,,,,16,,,,,,,,,,8.3
Willamette Falls,2/5/2003,,,,53,,,,,,,,,,8.3
Willamette Falls,2/6/2003,,,,84,,,,,,,,,,
Willamette Falls,2/7/2003,,,,99,,,,,,,,,,7.2
Willamette Falls,2/8/2003,,,,74,,,,,,,,,,
Willamette Falls,2/9/2003,,,,62,,,,,,,,,,
Willamette Falls,2/10/2003,,,,74,,,,,,,,,,6.1
Willamette Falls,2/11/2003,,,,64,,,,,,,,,,6.1
Willamette Falls,2/12/2003,,,,60,,,,,,,,,,
Willamette Falls,2/13/2003,,,,86,,,,,,,,,,6.7
Willamette Falls,2/14/2003,,,,58,,,,,,,,,,6.7
Willamette Falls,2/15/2003,,,,46,,,,,,,,,,
Willamette Falls,2/16/2003,,,,172,,,,,,,,,,
Willamette Falls,2/17/2003,,,,102,,,,,,,,,,8.3
Willamette Falls,2/18/2003,,,,112,,,,,,,,,,8.3
Willamette Falls,2/19/2003,,,,18,,,,,,,,,,7.8
Willamette Falls,2/20/2003,,,,92,,,,,,,,,,7.8
Willamette Falls,2/21/2003,,,,234,,,,,,,,,,8.3
Willamette Falls,2/22/2003,,,,289,,,,,,,,,,
Willamette Falls,2/23/2003,,,,272,,,,,,,,,,
Willamette Falls,2/24/2003,,,,112,,,,,,,,,,7.8
Willamette Falls,2/25/2003,,,,36,,,,,,,,,,7.2
Willamette Falls,2/26/2003,,,,35,,,,,,,,,,6.7
Willamette Falls,2/27/2003,,,,26,,,,,,,,,,6.1
Willamette Falls,2/28/2003,,,,40,,,,,,,,,,6.7
Willamette Falls,3/1/2003,,,,82,,,,,,,,,,
Willamette Falls,3/2/2003,,,,52,,,,,,,,,,
Willamette Falls,3/3/2003,,,,111,,,,,,,,,,7.8
Willamette Falls,3/4/2003,,2,,87,,,,,,,,,,7.8
Willamette Falls,3/5/2003,,1,,32,,,,,,,,,,7.8
Willamette Falls,3/6/2003,,,,57,,,,,,,,,,7.8
Willamette Falls,3/7/2003,,,,181,,,,,,,,,,7.8
Willamette Falls,3/8/2003,,,,30,,,,,,,,,,
Willamette Falls,3/9/2003,,,,18,,,,,,,,,,
Willamette Falls,3/10/2003,,,,67,,,,,,,,,,8.9
Willamette Falls,3/11/2003,,,,140,,,,,,,,,,9.4
Willamette Falls,3/12/2003,,,,244,,,,,,,,,,10
Willamette Falls,3/13/2003,,,,166,,,,,,,,,,9.4
Willamette Falls,3/14/2003,,,,172,,,,,,,,,,9.4
Willamette Falls,3/15/2003,,,,172,,,,,,,,,,
Willamette Falls,3/16/2003,,,,179,,,,,,,,,,
Willamette Falls,3/17/2003,,,,165,,,,,,,,,,9.4
Willamette Falls,3/18/2003,,,,138,,,,,,,,,,9.4
Willamette Falls,3/19/2003,,1,,63,,,,,,,,,,8.9
Willamette Falls,3/20/2003,,,,54,,,,,,,,,,8.9
Willamette Falls,3/21/2003,,,,63,,,,,,,,,,8.9
Willamette Falls,3/22/2003,,,,115,,,,,,,,,,
Willamette Falls,3/23/2003,,,,39,,,,,,,,,,
Willamette Falls,3/24/2003,,,,28,,,,,,,,,,8.9
Willamette Falls,3/25/2003,,,,32,,,,,,,,,,8.9
Willamette Falls,3/26/2003,,,,88,,,,,,,,,,8.9
Willamette Falls,3/27/2003,,,,106,,,,,,,,,,8.9
Willamette Falls,3/28/2003,,,,40,,,,,,,,,,8.9
Willamette Falls,3/29/2003,,,,134,,,,,,,,,,
Willamette Falls,3/30/2003,,1,,222,,,,,,,,,,
Willamette Falls,3/31/2003,,8,,456,,,,,,,,,,10.6
Willamette Falls,4/1/2003,,7,,350,,,,,,,,,,10.6
Willamette Falls,4/2/2003,,3,,135,,,,,,,,,,
Willamette Falls,4/3/2003,,,,62,,,,,,,,,,9.4
Willamette Falls,4/4/2003,,1,,78,,,,,,,,,,8.9
Willamette Falls,4/5/2003,,1,,35,,,,,,,,,,
Willamette Falls,4/6/2003,,5,,124,,,,,,,,,,
Willamette Falls,4/7/2003,,4,,149,,,,,,,,,,8.9
Willamette Falls,4/8/2003,,14,,245,,,,,,,,,,8.9
Willamette Falls,4/9/2003,,76,,399,,,,,,,,,,10
Willamette Falls,4/10/2003,,148,1,268,,,,,,,,,,10.6
Willamette Falls,4/11/2003,,182,1,161,,,,,,,,,,10.6
Willamette Falls,4/12/2003,,355,,227,,,,,,,,,,
Willamette Falls,4/13/2003,,483,,168,,,,,,,,,,
Willamette Falls,4/14/2003,,159,1,65,,,,,,,,,,11.1
Willamette Falls,4/15/2003,,166,,67,,,,,,,,,,11.1
Willamette Falls,4/16/2003,,95,,85,,,,,,,,,,10.6
Willamette Falls,4/17/2003,,196,,170,,,,,,,,,,10.6
Willamette Falls,4/18/2003,,411,2,225,,,,,,,,,,
Willamette Falls,4/19/2003,,553,6,222,,,,,,,,,,10.6
