Project,Date,Chinook Run,Chinook,Jack Chinook,Steelhead,Wild Steelhead,Sockeye,Coho,Jack Coho,Shad,Lamprey,Bull Trout,Chum,Pink,TempC
Willamette Falls,6/10/2004,,380,3,339,,,,,,,,,,15
Willamette Falls,6/11/2004,,276,8,237,,,,,,,,,,14.4
Willamette Falls,6/12/2004,,189,3,161,,,,,,,,,,
Willamette Falls,6/13/2004,,225,3,108,,,,,,,,,,
Willamette Falls,6/14/2004,,281,16,374,,,,,,,,,,13.9
Willamette Falls,6/15/2004,,360,8,326,,,,,,,,,,14.4
Willamette Falls,6/16/2004,,520,15,449,,,,,,,,,,14.4
Willamette Falls,6/17/2004,,566,7,374,,,,,,,,,,15.6
Willamette Falls,6/18/2004,,504,7,281,,,,,,,,,,16.7
Willamette Falls,6/19/2004,,391,6,242,,,,,,,,,,
Willamette Falls,6/20/2004,,426,1,253,,,,,,,,,,
Willamette Falls,6/21/2004,,470,8,308,,,,,,,,,,20
Willamette Falls,6/22/2004,,317,8,291,,,,,,,,,,20.6
Willamette Falls,6/23/2004,,291,5,241,,,,,,,,,,20.6
Willamette Falls,6/24/2004,,157,,117,,,,,,,,,,20.6
Willamette Falls,6/25/2004,,158,1,146,,,,,,,,,,20
Willamette Falls,6/26/2004,,283,2,230,,,,,,,,,,
Willamette Falls,6/27/2004,,404,8,450,,,,,,,,,,
Willamette Falls,6/28/2004,,498,7,580,,,,,,,,,,18.9
Willamette Falls,6/29/2004,,520,7,631,,,,,,,,,,19.4
Willamette Falls,6/30/2004,,408,3,561,,,,,,,,,,20.6
Willamette Falls,7/1/2004,,360,1,337,,,,,,,,,,
Willamette Falls,7/2/2004,,187,2,268,,,,,,,,,,21.7
Willamette Falls,7/3/2004,,122,1,128,,,,,,,,,,
Willamette Falls,7/4/2004,,88,,115,,,,,,,,,,21.7
Willamette Falls,7/5/2004,,133,4,112,,,,,,,,,,
Willamette Falls,7/6/2004,,99,2,111,,,,,,,,,,22.2
Willamette Falls,7/7/2004,,106,1,124,,,,,,,,,,21.7
Willamette Falls,7/8/2004,,114,1,181,,,,,,,,,,21.1
Willamette Falls,7/9/2004,,83,4,152,,,,,,,,,,21.7
Willamette Falls,7/10/2004,,70,3,219,,,,,,,,,,
Willamette Falls,7/11/2004,,90,1,166,,,,,,,,,,
Willamette Falls,7/12/2004,,85,,128,,,,,,,,,,21.1
Willamette Falls,7/13/2004,,125,2,189,,,,,,,,,,21.1
Willamette Falls,7/14/2004,,84,1,171,,,,,,,,,,21.7
Willamette Falls,7/15/2004,,66,1,140,,,,,,,,,,21.7
Willamette Falls,7/16/2004,,101,4,176,,,,,,,,,,22.2
Willamette Falls,7/17/2004,,72,,127,,,,,,,,,,
Willamette Falls,7/18/2004,,51,2,86,,,,,,,,,,
Willamette Falls,7/19/2004,,16,1,54,,,,,,,,,,23.3
Willamette Falls,7/20/2004,,16,1,21,,,,,,,,,,23.3
Willamette Falls,7/21/2004,,11,,23,,,,,,,,,,23.3
Willamette Falls,7/22/2004,,20,,21,,,,,,,,,,23.3
Willamette Falls,7/23/2004,,8,,16,,,,,,,,,,23.3
Willamette Falls,7/24/2004,,11,,20,,,,,,,,,,
Willamette Falls,7/25/2004,,6,,16,,,,,,,,,,
Willamette Falls,7/26/2004,,5,,7,,,,,,,,,,
Willamette Falls,7/27/2004,,3,,9,,,,,,,,,,23.9
Willamette Falls,7/28/2004,,2,,6,,,,,,,,,,24.4
Willamette Falls,7/29/2004,,,,1,,,,,,,,,,25
Willamette Falls,7/30/2004,,,,3,,,,,,,,,,24.4
Willamette Falls,7/31/2004,,,,3,,,,,,,,,,
Willamette Falls,8/1/2004,,1,1,,,,,,,,,,,
Willamette Falls,8/2/2004,,2,,,,,,,,,,,,23.9
Willamette Falls,8/3/2004,,,,1,,,,,,,,,,
Willamette Falls,8/4/2004,,1,1,,,,,,,,,,,23.9
Willamette Falls,8/5/2004,,1,,1,,,,,,,,,,
Willamette Falls,8/6/2004,,3,1,3,,,,,,,,,,22.8
Willamette Falls,8/7/2004,,27,,4,,,,,,,,,,
Willamette Falls,8/8/2004,,17,,20,,,,,,,,,,
Willamette Falls,8/9/2004,,20,,20,,,,,,,,,,21.7
Willamette Falls,8/10/2004,,26,4,18,,,,,,,,,,21.7
Willamette Falls,8/11/2004,,20,1,31,,,,,,,,,,
Willamette Falls,8/12/2004,,22,2,23,,,,,,,,,,22.2
Willamette Falls,8/13/2004,,21,,11,,,,,,,,,,
Willamette Falls,8/14/2004,,12,1,2,,,,,,,,,,
Willamette Falls,8/15/2004,,,,1,,,,,,,,,,
Willamette Falls,8/16/2004,,1,,1,,,,,,,,,,23.9
Willamette Falls,8/17/2004,,3,,1,,,,,,,,,,
Willamette Falls,8/18/2004,,,,2,,,,,,,,,,23.9
Willamette Falls,8/19/2004,,1,,,,,,,,,,,,23.3
Willamette Falls,8/20/2004,,,,,,,,,,,,,,23.3
Willamette Falls,8/21/2004,,1,,,,,,,,,,,,
Willamette Falls,8/22/2004,,1,,,,,,,,,,,,
Willamette Falls,8/23/2004,,,,4,,,,,,,,,,22.8
Willamette Falls,8/24/2004,,7,2,12,,,,,,,,,,22.2
Willamette Falls,8/25/2004,,11,1,20,,,,,,,,,,21.7
Willamette Falls,8/26/2004,,22,1,38,,,1,,,,,,,20.6
Willamette Falls,8/27/2004,,9,,50,,,,,,,,,,19.4
Willamette Falls,8/28/2004,,40,,106,,,3,1,,,,,,
Willamette Falls,8/29/2004,,24,,83,,,1,1,,,,,,
Willamette Falls,8/30/2004,,22,4,32,,,5,1,,,,,,18.9
Willamette Falls,8/31/2004,,29,1,44,,,2,1,,,,,,19.4
Willamette Falls,9/1/2004,,27,6,39,,,1,2,,,,,,20
Willamette Falls,9/2/2004,,8,,14,,,1,2,,,,,,
Willamette Falls,9/3/2004,,9,1,12,,,2,4,,,,,,20.6
Willamette Falls,9/4/2004,,11,,9,,,2,5,,,,,,
Willamette Falls,9/5/2004,,8,,4,,,3,1,,,,,,
Willamette Falls,9/6/2004,,10,1,17,,,4,2,,,,,,
Willamette Falls,9/7/2004,,17,2,17,,,8,2,,,,,,19.4
Willamette Falls,9/8/2004,,7,2,23,,,4,8,,,,,,19.4
Willamette Falls,9/9/2004,,8,6,12,,,4,6,,,,,,19.4
Willamette Falls,9/10/2004,,14,6,6,,,7,8,,,,,,19.4
Willamette Falls,9/11/2004,,23,9,14,,,6,8,,,,,,
Willamette Falls,9/12/2004,,11,2,3,,,2,6,,,,,,
Willamette Falls,9/13/2004,,24,12,16,,,15,12,,,,,,18.9
Willamette Falls,9/14/2004,,66,29,18,,,22,13,,,,,,18.9
Willamette Falls,9/15/2004,,120,21,31,,,41,27,,,,,,18.3
Willamette Falls,9/16/2004,,51,7,28,,,113,32,,,,,,
Willamette Falls,9/17/2004,,32,,20,,,144,25,,,,,,17.8
Willamette Falls,9/18/2004,,35,1,32,,,108,24,,,,,,
Willamette Falls,9/19/2004,,10,1,28,,,179,43,,,,,,
Willamette Falls,9/20/2004,,2,,25,,,186,23,,,,,,15.6
Willamette Falls,9/21/2004,,2,,9,,,196,38,,,,,,
Willamette Falls,9/22/2004,,2,,17,,,147,25,,,,,,14.4
Willamette Falls,9/23/2004,,,,12,,,97,14,,,,,,14.4
Willamette Falls,9/24/2004,,,1,16,,,247,44,,,,,,15
Willamette Falls,9/25/2004,,2,,5,,,256,56,,,,,,
Willamette Falls,9/26/2004,,,,4,,,140,27,,,,,,
Willamette Falls,9/27/2004,,,,,,,102,15,,,,,,16.1
Willamette Falls,9/28/2004,,,,4,,,120,13,,,,,,
Willamette Falls,9/29/2004,,,,6,,,67,6,,,,,,17.2
Willamette Falls,9/30/2004,,,,3,,,35,2,,,,,,16.7
Willamette Falls,10/1/2004,,1,,7,,,44,2,,,,,,16.7
Willamette Falls,10/2/2004,,,,9,,,30,,,,,,,
Willamette Falls,10/3/2004,,,,3,,,56,7,,,,,,
Willamette Falls,10/4/2004,,,,1,,,33,1,,,,,,16.1
Willamette Falls,10/5/2004,,,,2,,,20,1,,,,,,
Willamette Falls,10/6/2004,,,,4,,,37,,,,,,,16.1
Willamette Falls,10/7/2004,,,,3,,,31,,,,,,,16.1
Willamette Falls,10/8/2004,,1,,1,,,19,,,,,,,16.7
Willamette Falls,10/9/2004,,,,1,,,20,3,,,,,,
Willamette Falls,10/10/2004,,,,1,,,24,2,,,,,,
Willamette Falls,10/11/2004,,,,4,,,36,2,,,,,,17.2
Willamette Falls,10/12/2004,,,,1,,,16,,,,,,,15
Willamette Falls,10/13/2004,,,,1,,,15,,,,,,,14.4
Willamette Falls,10/14/2004,,,,3,,,18,4,,,,,,
Willamette Falls,10/15/2004,,,,6,,,15,,,,,,,15
Willamette Falls,10/16/2004,,,,13,,,15,,,,,,,
Willamette Falls,10/17/2004,,,,11,,,18,,,,,,,
Willamette Falls,10/18/2004,,,,9,,,15,,,,,,,15
Willamette Falls,10/19/2004,,1,,5,,,3,,,,,,,14.4
Willamette Falls,10/20/2004,,,,10,,,4,,,,,,,13.9
Willamette Falls,10/21/2004,,,,5,,,2,,,,,,,13.3
Willamette Falls,10/22/2004,,,,6,,,14,,,,,,,
Willamette Falls,10/23/2004,,,,4,,,7,,,,,,,
Willamette Falls,10/24/2004,,,,5,,,2,,,,,,,
Willamette Falls,10/25/2004,,,,6,,,5,,,,,,,11.1
Willamette Falls,10/26/2004,,,,5,,,2,,,,,,,11.1
Willamette Falls,10/27/2004,,,,7,,,6,,,,,,,10.6
Willamette Falls,10/28/2004,,,,5,,,2,,,,,,,9.4
Willamette Falls,10/29/2004,,,,2,,,,,,,,,,9.4
Willamette Falls,10/30/2004,,,,4,,,6,,,,,,,
Willamette Falls,10/31/2004,,,,9,,,5,,,,,,,
Willamette Falls,11/1/2004,,,,6,,,3,1,,,,,,9.4
Willamette Falls,11/2/2004,,,,8,,,5,,,,,,,10
Willamette Falls,11/3/2004,,,,7,,,3,,,,,,,9.4
Willamette Falls,11/4/2004,,,,8,,,5,,,,,,,8.3
Willamette Falls,11/5/2004,,,,10,,,9,,,,,,,8.3
Willamette Falls,11/6/2004,,,,4,,,11,,,,,,,
Willamette Falls,11/7/2004,,,,1,,,3,,,,,,,
Willamette Falls,11/8/2004,,,,3,,,3,,,,,,,7.2
Willamette Falls,11/9/2004,,,,3,,,2,,,,,,,7.2
Willamette Falls,11/10/2004,,,,7,,,2,,,,,,,7.2
Willamette Falls,11/11/2004,,,,11,,,2,,,,,,,
Willamette Falls,11/12/2004,,,,6,,,1,,,,,,,7.2
Willamette Falls,11/13/2004,,,,4,,,,1,,,,,,
Willamette Falls,11/14/2004,,,,10,,,,,,,,,,
Willamette Falls,11/15/2004,,,,5,,,1,,,,,,,7.8
Willamette Falls,11/16/2004,,,,6,,,,,,,,,,8.3
Willamette Falls,11/17/2004,,,,2,,,3,,,,,,,8.3
Willamette Falls,11/18/2004,,,,5,,,,,,,,,,8.3
Willamette Falls,11/19/2004,,,,10,,,,,,,,,,8.3
Willamette Falls,11/20/2004,,,,2,,,1,,,,,,,
Willamette Falls,11/21/2004,,,,5,,,1,,,,,,,
Willamette Falls,11/22/2004,,,,1,,,,,,,,,,8.3
Willamette Falls,11/23/2004,,,,3,,,,1,,,,,,5
Willamette Falls,11/24/2004,,,,3,,,,,,,,,,5
Willamette Falls,11/25/2004,,,,4,,,,,,,,,,
Willamette Falls,11/26/2004,,,,3,,,,,,,,,,6.1
Willamette Falls,11/27/2004,,,,6,,,,,,,,,,
Willamette Falls,11/28/2004,,,,4,,,,,,,,,,
Willamette Falls,11/29/2004,,,,10,,,,,,,,,,5
Willamette Falls,11/30/2004,,,,,,,,,,,,,,4.4
Willamette Falls,12/1/2004,,,,6,,,,,,,,,,3.9
Willamette Falls,12/2/2004,,,,2,,,1,,,,,,,4.4
Willamette Falls,12/3/2004,,,,1,,,,,,,,,,3.9
Willamette Falls,12/4/2004,,,,3,,,,,,,,,,
Willamette Falls,12/5/2004,,,,6,,,,,,,,,,
Willamette Falls,12/6/2004,,,,6,,,,,,,,,,3.3
Willamette Falls,12/7/2004,,,,7,,,,,,,,,,3.3
Willamette Falls,12/8/2004,,,,4,,,,,,,,,,3.9
Willamette Falls,12/9/2004,,,,8,,,,,,,,,,3.9
Willamette Falls,12/10/2004,,,,6,,,,,,,,,,5.6
Willamette Falls,12/11/2004,,,,5,,,,,,,,,,
Willamette Falls,12/12/2004,,,,11,,,,,,,,,,
Willamette Falls,12/13/2004,,,,13,,,1,,,,,,,5.6
Willamette Falls,12/14/2004,,,,20,,,1,,,,,,,5.6
Willamette Falls,12/15/2004,,,,15,,,,,,,,,,5.6
Willamette Falls,12/16/2004,,,,4,,,,,,,,,,5.6
Willamette Falls,12/17/2004,,,,18,,,,,,,,,,4.4
Willamette Falls,12/18/2004,,,,20,,,,,,,,,,
Willamette Falls,12/19/2004,,,,9,,,,,,,,,,
Willamette Falls,12/20/2004,,,,31,,,,,,,,,,3.9
Willamette Falls,12/21/2004,,,,10,,,,,,,,,,3.3
Willamette Falls,12/22/2004,,,,9,,,,,,,,,,3.3
Willamette Falls,12/23/2004,,,,10,,,,,,,,,,2.8
Willamette Falls,12/24/2004,,,,21,,,,,,,,,,
Willamette Falls,12/25/2004,,,,23,,,,,,,,,,
Willamette Falls,12/26/2004,,,,21,,,,,,,,,,
Willamette Falls,12/27/2004,,,,11,,,,,,,,,,2.8
Willamette Falls,12/28/2004,,,,20,,,,,,,,,,2.8
Willamette Falls,12/29/2004,,,,26,,,,,,,,,,2.8
Willamette Falls,12/30/2004,,,,18,,,,,,,,,,2.8
Willamette Falls,12/31/2004,,,,18,,,,,,,,,,
Willamette Falls,1/1/2005,,,,18,,,,,,,,,,
Willamette Falls,1/2/2005,,,,20,,,,,,,,,,
Willamette Falls,1/3/2005,,,,10,,,,,,,,,,1.7
Willamette Falls,1/4/2005,,,,15,,,,,,,,,,1.7
Willamette Falls,1/5/2005,,,,11,,,,,,,,,,
Willamette Falls,1/6/2005,,,,6,,,,,,,,,,
Willamette Falls,1/7/2005,,,,2,,,,,,,,,,
Willamette Falls,1/8/2005,,,,1,,,,,,,,,,
Willamette Falls,1/9/2005,,,,5,,,,,,,,,,
Willamette Falls,1/10/2005,,,,3,,,,,,,,,,
Willamette Falls,1/11/2005,,,,11,,,,,,,,,,
Willamette Falls,1/12/2005,,,,8,,,,,,,,,,0.6
Willamette Falls,1/13/2005,,,,9,,,,,,,,,,
Willamette Falls,1/14/2005,,,,2,,,,,,,,,,
Willamette Falls,1/15/2005,,,,2,,,,,,,,,,
Willamette Falls,1/16/2005,,,,3,,,,,,,,,,
Willamette Falls,1/17/2005,,,,9,,,,,,,,,,
Willamette Falls,1/18/2005,,,,14,,,,,,,,,,3.3
Willamette Falls,1/19/2005,,,,84,,,,,,,,,,5
Willamette Falls,1/20/2005,,,,87,,,,,,,,,,5.6
Willamette Falls,1/21/2005,,,,27,,,,,,,,,,5.6
Willamette Falls,1/22/2005,,,,53,,,,,,,,,,
Willamette Falls,1/23/2005,,,,65,,,,,,,,,,
Willamette Falls,1/24/2005,,,,37,,,,,,,,,,7.2
Willamette Falls,1/25/2005,,,,16,,,,,,,,,,7.2
Willamette Falls,1/26/2005,,,,10,,,,,,,,,,7.2
Willamette Falls,1/27/2005,,,,41,,,,,,,,,,7.2
Willamette Falls,1/28/2005,,,,15,,,,,,,,,,7.2
Willamette Falls,1/29/2005,,,,10,,,,,,,,,,
Willamette Falls,1/30/2005,,,,22,,,,,,,,,,
Willamette Falls,1/31/2005,,,,27,,,,,,,,,,6.7
Willamette Falls,2/1/2005,,,,15,,,,,,,,,,7.2
Willamette Falls,2/2/2005,,,,26,,,,,,,,,,7.2
Willamette Falls,2/3/2005,,,,6,,,,,,,,,,6.7
Willamette Falls,2/4/2005,,,,12,,,,,,,,,,
Willamette Falls,2/5/2005,,,,8,,,,,,,,,,
Willamette Falls,2/6/2005,,,,8,,,,,,,,,,
Willamette Falls,2/7/2005,,,,16,,,,,,,,,,6.7
Willamette Falls,2/8/2005,,,,18,,,,,,,,,,6.1
Willamette Falls,2/9/2005,,,,9,,,,,,,,,,6.1
Willamette Falls,2/10/2005,,,,7,,,,,,,,,,6.1
Willamette Falls,2/11/2005,,,,7,,,,,,,,,,5.6
Willamette Falls,2/12/2005,,,,5,,,,,,,,,,
Willamette Falls,2/13/2005,,,,7,,,,,,,,,,
Willamette Falls,2/14/2005,,,,8,,,,,,,,,,5.6
Willamette Falls,2/15/2005,,,,6,,,,,,,,,,5
Willamette Falls,2/16/2005,,,,19,,,,,,,,,,
Willamette Falls,2/17/2005,,,,5,,,,,,,,,,5
Willamette Falls,2/18/2005,,,,4,,,,,,,,,,5
Willamette Falls,2/19/2005,,,,6,,,,,,,,,,
Willamette Falls,2/20/2005,,,,8,,,,,,,,,,
Willamette Falls,2/21/2005,,,,5,,,,,,,,,,
Willamette Falls,2/22/2005,,,,28,,,,,,,,,,6.1
Willamette Falls,2/23/2005,,,,17,,,,,,,,,,6.1
Willamette Falls,2/24/2005,,2,,106,,,,,,,,,,6.1
Willamette Falls,2/25/2005,,2,,138,,,,,,,,,,6.7
Willamette Falls,2/26/2005,,1,,70,,,,,,,,,,
Willamette Falls,2/27/2005,,,,67,,,,,,,,,,
Willamette Falls,2/28/2005,,1,,13,,,,,,,,,,7.8
Willamette Falls,3/1/2005,,,,34,,,,,,,,,,
Willamette Falls,3/2/2005,,,,187,,,,,,,,,,8.3
Willamette Falls,3/3/2005,,,,55,,,,,,,,,,8.3
Willamette Falls,3/4/2005,,,,166,,,,,,,,,,8.9
Willamette Falls,3/5/2005,,6,,94,,,,,,,,,,
Willamette Falls,3/6/2005,,,,95,,,,,,,,,,
Willamette Falls,3/7/2005,,2,,37,,,,,,,,,,10
Willamette Falls,3/8/2005,,1,,23,,,,,,,,,,10
Willamette Falls,3/9/2005,,1,,73,,,,,,,,,,
Willamette Falls,3/10/2005,,5,,38,,,,,,,,,,
Willamette Falls,3/11/2005,,2,,58,,,,,,,,,,
Willamette Falls,3/12/2005,,3,,88,,,,,,,,,,
Willamette Falls,3/13/2005,,7,,132,,,,,,,,,,
Willamette Falls,3/14/2005,,13,,159,,,,,,,,,,
Willamette Falls,3/15/2005,,20,,109,,,,,,,,,,
Willamette Falls,3/16/2005,,30,,132,,,,,,,,,,
Willamette Falls,3/17/2005,,11,,95,,,,,,,,,,
Willamette Falls,3/18/2005,,18,,79,,,,,,,,,,
Willamette Falls,3/19/2005,,14,,55,,,,,,,,,,
Willamette Falls,3/20/2005,,17,,54,,,,,,,,,,
Willamette Falls,3/21/2005,,16,,69,,,,,,,,,,8.9
Willamette Falls,3/22/2005,,23,1,70,,,,,,,,,,8.9
Willamette Falls,3/23/2005,,21,,39,,,,,,,,,,10
Willamette Falls,3/24/2005,,10,,23,,,,,,,,,,10
Willamette Falls,3/25/2005,,3,,22,,,,,,,,,,8.3
Willamette Falls,3/26/2005,,4,,57,,,,,,,,,,
Willamette Falls,3/27/2005,,30,,91,,,,,,,,,,
Willamette Falls,3/28/2005,,7,,96,,,,,,,,,,7.8
Willamette Falls,3/29/2005,,4,,59,,,,,,,,,,7.2
Willamette Falls,3/30/2005,,,,87,,,,,,,,,,7.2
Willamette Falls,3/31/2005,,7,,121,,,,,,,,,,7.2
Willamette Falls,4/1/2005,,8,,215,,,,,,,,,,
Willamette Falls,4/2/2005,,20,,293,,,,,,,,,,
Willamette Falls,4/3/2005,,35,,220,,,,,,,,,,
Willamette Falls,4/4/2005,,7,,39,,,,,,,,,,8.9
Willamette Falls,4/5/2005,,13,,66,,,,,,,,,,8.9
Willamette Falls,4/6/2005,,14,,68,,,,,,,,,,8.9
Willamette Falls,4/7/2005,,26,,86,,,,,,,,,,10
Willamette Falls,4/8/2005,,25,,70,,,,,,,,,,10
Willamette Falls,4/9/2005,,23,,51,,,,,,,,,,
Willamette Falls,4/10/2005,,24,,51,,,,,,,,,,
Willamette Falls,4/11/2005,,23,,43,,,,,,,,,,8.9
Willamette Falls,4/12/2005,,25,,62,,,,,,,,,,8.9
Willamette Falls,4/13/2005,,18,,51,,,,,,,,,,
Willamette Falls,4/14/2005,,14,,46,,,,,,,,,,10
Willamette Falls,4/15/2005,,42,,70,,,,,,,,,,10
Willamette Falls,4/16/2005,,77,,61,,,,,,,,,,
Willamette Falls,4/17/2005,,76,,98,,,,,,,,,,
Willamette Falls,4/18/2005,,62,,65,,,,,,,,,,8.9
Willamette Falls,4/19/2005,,64,,63,,,,,,,,,,8.9
Willamette Falls,4/20/2005,,132,3,79,,,,,,,,,,10
Willamette Falls,4/21/2005,,265,2,129,,,,,,,,,,10
Willamette Falls,4/22/2005,,786,10,187,,,,,,,,,,11.1
Willamette Falls,4/23/2005,,900,10,156,,,,,,,,,,
Willamette Falls,4/24/2005,,902,11,158,,,,,,,,,,
Willamette Falls,4/25/2005,,904,13,165,,,,,,,,,,12.2
Willamette Falls,4/26/2005,,1016,14,127,,,,,,,,,,12.2
Willamette Falls,4/27/2005,,771,14,123,,,,,,,,,,12.8
Willamette Falls,4/28/2005,,1701,27,119,,,,,,,,,,14.4
Willamette Falls,4/29/2005,,1575,43,133,,,,,,,,,,15
Willamette Falls,4/30/2005,,1435,39,140,,,,,,,,,,
Willamette Falls,5/1/2005,,1402,41,138,,,,,,,,,,
Willamette Falls,5/2/2005,,1319,38,143,,,,,,,,,,14.4
Willamette Falls,5/3/2005,,680,25,88,,,,,,,,,,14.4
Willamette Falls,5/4/2005,,955,31,108,,,,,,,,,,14.4
Willamette Falls,5/5/2005,,999,34,90,,,,,,,,,,15
Willamette Falls,5/6/2005,,767,27,81,,,,,,,,,,14.4
Willamette Falls,5/7/2005,,719,33,85,,,,,,,,,,
Willamette Falls,5/8/2005,,631,27,93,,,,,,,,,,
Willamette Falls,5/9/2005,,382,35,116,,,,,,,,,,12.8
Willamette Falls,5/10/2005,,232,21,60,,,,,,,,,,12.2
Willamette Falls,5/11/2005,,103,4,75,,,,,,,,,,11.7
Willamette Falls,5/12/2005,,16,,13,,,,,,,,,,11.7
Willamette Falls,5/13/2005,,47,,32,,,,,,,,,,11.7
Willamette Falls,5/14/2005,,121,11,186,,,,,,,,,,
Willamette Falls,5/15/2005,,357,11,231,,,,,,,,,,
Willamette Falls,5/16/2005,,503,21,173,,,,,,,,,,13.3
Willamette Falls,5/17/2005,,386,34,179,,,,,,,,,,13.3
Willamette Falls,5/18/2005,,332,21,116,,,,,,,,,,13.3
Willamette Falls,5/19/2005,,106,2,46,,,,,,,,,,12.8
Willamette Falls,5/20/2005,,50,2,38,,,,,,,,,,11.7
Willamette Falls,5/21/2005,,57,3,89,,,,,,,,,,
Willamette Falls,5/22/2005,,93,5,177,,,,,,,,,,
Willamette Falls,5/23/2005,,96,4,69,,,,,,,,,,11.1
Willamette Falls,5/24/2005,,180,13,118,,,,,,,,,,11.1
Willamette Falls,5/25/2005,,450,28,142,,,,,,,,,,12.2
Willamette Falls,5/26/2005,,562,32,91,,,,,,,,,,13.3
Willamette Falls,5/27/2005,,1286,52,131,,,,,,,,,,15.6
Willamette Falls,5/28/2005,,1021,36,119,,,,,,,,,,
Willamette Falls,5/29/2005,,879,45,148,,,,,,,,,,
Willamette Falls,5/30/2005,,484,40,138,,,,,,,,,,
Willamette Falls,5/31/2005,,523,42,212,,,,,,,,,,15.6
Willamette Falls,6/1/2005,,378,9,249,,,,,,,,,,15
Willamette Falls,6/2/2005,,286,25,163,,,,,,,,,,14.4
Willamette Falls,6/3/2005,,268,6,162,,,,,,,,,,
Willamette Falls,6/4/2005,,241,9,200,,,,,,,,,,
Willamette Falls,6/5/2005,,258,19,111,,,,,,,,,,
Willamette Falls,6/6/2005,,252,12,182,,,,,,,,,,12.8
Willamette Falls,6/7/2005,,246,15,215,,,,,,,,,,12.8
Willamette Falls,6/8/2005,,188,14,257,,,,,,,,,,
Willamette Falls,6/9/2005,,80,3,117,,,,,,,,,,13.3
Willamette Falls,6/10/2005,,189,4,219,,,,,,,,,,14.4
Willamette Falls,6/11/2005,,278,12,215,,,,,,,,,,
Willamette Falls,6/12/2005,,261,14,220,,,,,,,,,,
Willamette Falls,6/13/2005,,235,4,147,,,,,,,,,,14.4
Willamette Falls,6/14/2005,,327,10,225,,,,,,,,,,14.4
Willamette Falls,6/15/2005,,249,3,213,,,,,,,,,,14.4
Willamette Falls,6/16/2005,,236,8,278,,,,,,,,,,
Willamette Falls,6/17/2005,,267,8,217,,,,,,,,,,
Willamette Falls,6/18/2005,,252,2,189,,,,,,,,,,
Willamette Falls,6/19/2005,,206,5,193,,,,,,,,,,
Willamette Falls,6/20/2005,,241,2,223,,,,,,,,,,16.1
Willamette Falls,6/21/2005,,221,2,136,,,,,,,,,,16.1
Willamette Falls,6/22/2005,,286,4,228,,,,,,,,,,16.1
Willamette Falls,6/23/2005,,196,3,136,,,,,,,,,,16.7
Willamette Falls,6/24/2005,,234,1,165,,,,,,,,,,16.7
Willamette Falls,6/25/2005,,231,6,208,,,,,,,,,,
Willamette Falls,6/26/2005,,190,6,232,,,,,,,,,,
Willamette Falls,6/27/2005,,138,4,102,,,,,,,,,,17.2
Willamette Falls,6/28/2005,,171,3,223,,,,,,,,,,17.2
Willamette Falls,6/29/2005,,162,7,201,,,,,,,,,,17.2
Willamette Falls,6/30/2005,,225,13,235,,,,,,,,,,
Willamette Falls,7/1/2005,,182,8,332,,,,,,,,,,
Willamette Falls,7/2/2005,,171,9,252,,,,,,,,,,
Willamette Falls,7/3/2005,,90,6,172,,,,,,,,,,
Willamette Falls,7/4/2005,,44,,70,,,,,,,,,,
Willamette Falls,7/5/2005,,53,1,105,,,,,,,,,,
Willamette Falls,7/6/2005,,132,9,219,,,,,,,,,,21.1
Willamette Falls,7/7/2005,,105,2,203,,,,,,,,,,21.7
Willamette Falls,7/8/2005,,66,1,130,,,,,,,,,,21.7
Willamette Falls,7/9/2005,,42,,106,,,,,,,,,,
Willamette Falls,7/10/2005,,65,,132,,,,,,,,,,
Willamette Falls,7/11/2005,,31,,81,,,,,,,,,,21.1
Willamette Falls,7/12/2005,,50,2,142,,,,,,,,,,21.1
Willamette Falls,7/13/2005,,35,,72,,,,,,,,,,21.7
Willamette Falls,7/14/2005,,49,2,96,,,,,,,,,,21.7
Willamette Falls,7/15/2005,,54,,136,,,,,,,,,,22.2
Willamette Falls,7/16/2005,,36,,80,,,,,,,,,,
Willamette Falls,7/17/2005,,35,,65,,,,,,,,,,
Willamette Falls,7/18/2005,,44,,36,,,,,,,,,,22.2
Willamette Falls,7/19/2005,,13,,29,,,,,,,,,,22.8
Willamette Falls,7/20/2005,,15,,30,,,,,,,,,,23.3
Willamette Falls,7/21/2005,,23,,32,,,,,,,,,,
Willamette Falls,7/22/2005,,13,1,29,,,,,,,,,,23.3
Willamette Falls,7/23/2005,,3,,16,,,,,,,,,,
Willamette Falls,7/24/2005,,7,,16,,,,,,,,,,
Willamette Falls,7/25/2005,,3,,13,,,,,,,,,,22.8
Willamette Falls,7/26/2005,,12,,13,,,,,,,,,,23.9
Willamette Falls,7/27/2005,,5,,9,,,,,,,,,,23.9
Willamette Falls,7/28/2005,,13,,18,,,,,,,,,,
Willamette Falls,7/29/2005,,5,,14,,,,,,,,,,
Willamette Falls,7/30/2005,,5,,15,,,,,,,,,,
Willamette Falls,7/31/2005,,3,,4,,,,,,,,,,
Willamette Falls,8/1/2005,,2,,3,,,,,,,,,,23.3
Willamette Falls,8/2/2005,,1,,4,,,,,,,,,,23.3
Willamette Falls,8/3/2005,,7,,1,,,,,,,,,,24.4
Willamette Falls,8/4/2005,,6,,1,,,,,,,,,,24.4
Willamette Falls,8/5/2005,,3,,6,,,,,,,,,,25
Willamette Falls,8/6/2005,,6,,9,,,,,,,,,,
